row_1,row_2,similarity,text_1,text_2
227,276,1.0,apollo hospital Pune,Apollo Hosp Pune
145,212,100.0,city hospital Mumbai,city hospital Mumbai
44,280,1.0,Sunrise Clinic Pune,Sunrise Clinic Pune
131,196,1.0,Sunrise Clinic Delhi,sunrise clinic Delhi
159,285,1.0,Sunrise Clinic Bangalore,Sunrise Clinic Bangalore
196,18,100.0,sunrise clinic Delhi,sunrise clinic Delhi
36,228,1.0,Sunrise Clinic Mumbai,sunrise clinic Mumbai
48,7,100.0,apollo hospital Mumbai,apollo hospital Mumbai
171,235,1.0000000000000002,City Hospital Bangalore,City Hospital Bangalore
234,281,1.0000000000000002,City Hosp Pune,City Hosp Pune
139,151,1.0000000000000002,City Hosp Delhi,City Hospital Delhi
249,280,1.0,Sunrise Clinic Pune,Sunrise Clinic Pune
202,39,100.0,City Hospital Bangalore,City Hospital Bangalore
116,220,1.0,apollo hospital Bangalore,Apollo Hosp Bangalore
47,288,1.0,Apollo Hosp Mumbai,Apollo Hosp Mumbai
256,36,100.0,Sunrise Clinic Mumbai,Sunrise Clinic Mumbai
204,277,1.0,Fortis Hosp Pune,Fortis Hosp Pune
211,294,1.0000000000000002,City Hosp Bangalore,City Hospital Bangalore
58,232,1.0,AIIMS Bangalore,aiims Bangalore
244,192,100.0,Apollo Hospital Pune,Apollo Hosp Pune
135,160,1.0000000000000002,City Hospital Delhi,City Hosp Delhi
188,45,100.0,City Hospital Bangalore,city hospital Bangalore
36,123,100.0,Sunrise Clinic Mumbai,Sunrise Clinic Mumbai
23,219,1.0,Sunrise Clinic Bangalore,sunrise clinic Bangalore
100,132,1.0,aiims Pune,aiims Pune
245,105,100.0,City Hosp Pune,city hospital Pune
189,214,1.0,Sunrise Clinic Mumbai,sunrise clinic Mumbai
77,1,100.0,Apollo Hosp Bangalore,Apollo Hosp Bangalore
208,210,1.0,Apollo Hospital Pune,Apollo Hosp Pune
50,196,1.0,sunrise clinic Delhi,sunrise clinic Delhi
107,122,1.0,Apollo Hosp Bangalore,Apollo Hospital Bangalore
64,269,1.0,Apollo Hospital Delhi,Apollo Hosp Delhi
187,198,1.0,apollo hospital Bangalore,Apollo Hosp Bangalore
51,284,1.0,AIIMS Pune,aiims Pune
18,131,100.0,sunrise clinic Delhi,Sunrise Clinic Delhi
78,14,100.0,Fortis Hospital Pune,Fortis Hospital Pune
31,7,100.0,apollo hospital Mumbai,apollo hospital Mumbai
13,270,1.0,Fortis Hosp Pune,Fortis Hospital Pune
23,298,1.0,Sunrise Clinic Bangalore,sunrise clinic Bangalore
270,4,100.0,Fortis Hospital Pune,Fortis Hosp Pune
232,46,100.0,aiims Bangalore,AIIMS Bangalore
62,253,1.0,AIIMS Delhi,AIIMS Delhi
112,180,1.0,aiims Mumbai,AIIMS Mumbai
116,250,1.0,apollo hospital Bangalore,Apollo Hospital Bangalore
147,181,1.0,Fortis Hospital Mumbai,Fortis Hosp Mumbai
65,173,1.0,Sunrise Clinic Bangalore,sunrise clinic Bangalore
85,175,1.0000000000000002,City Hospital Delhi,City Hosp Delhi
210,227,1.0,Apollo Hosp Pune,apollo hospital Pune
273,58,100.0,AIIMS Bangalore,AIIMS Bangalore
197,280,1.0,Sunrise Clinic Pune,Sunrise Clinic Pune
56,40,100.0,AIIMS Pune,aiims Pune
177,3,100.0,City Hospital Bangalore,City Hospital Bangalore
225,241,1.0,Sunrise Clinic Mumbai,Sunrise Clinic Mumbai
6,4,100.0,fortis hospital Pune,Fortis Hosp Pune
86,80,100.0,Apollo Hosp Pune,apollo hospital Pune
52,58,100.0,aiims Bangalore,AIIMS Bangalore
48,222,1.0,apollo hospital Mumbai,apollo hospital Mumbai
148,257,1.0,fortis hospital Pune,Fortis Hosp Pune
22,43,100.0,city hospital Pune,City Hospital Pune
111,268,1.0,Fortis Hosp Bangalore,fortis hospital Bangalore
116,201,1.0,apollo hospital Bangalore,Apollo Hospital Bangalore
6,148,1.0,fortis hospital Pune,fortis hospital Pune
67,34,100.0,Apollo Hosp Bangalore,Apollo Hospital Bangalore
8,114,1.0,Apollo Hospital Bangalore,apollo hospital Bangalore
170,198,1.0,Apollo Hospital Bangalore,Apollo Hosp Bangalore
12,184,1.0,Fortis Hosp Delhi,Fortis Hosp Delhi
119,65,100.0,Sunrise Clinic Bangalore,Sunrise Clinic Bangalore
136,95,100.0,fortis hospital Bangalore,Fortis Hospital Bangalore
199,7,100.0,Apollo Hospital Mumbai,apollo hospital Mumbai
119,121,1.0,Sunrise Clinic Bangalore,Sunrise Clinic Bangalore
41,49,1.0,AIIMS Mumbai,aiims Mumbai
79,275,1.0,AIIMS Pune,AIIMS Pune
187,35,100.0,apollo hospital Bangalore,Apollo Hospital Bangalore
157,58,100.0,AIIMS Bangalore,AIIMS Bangalore
246,283,1.0,AIIMS Mumbai,aiims Mumbai
177,294,1.0000000000000002,City Hospital Bangalore,City Hospital Bangalore
11,38,100.0,City Hospital Delhi,City Hosp Delhi
41,262,1.0,AIIMS Mumbai,aiims Mumbai
46,157,1.0,AIIMS Bangalore,AIIMS Bangalore
268,299,1.0,fortis hospital Bangalore,Fortis Hosp Bangalore
57,167,1.0,Fortis Hospital Delhi,fortis hospital Delhi
118,247,1.0,Fortis Hosp Bangalore,Fortis Hospital Bangalore
35,114,1.0,Apollo Hospital Bangalore,apollo hospital Bangalore
56,176,1.0,AIIMS Pune,aiims Pune
71,46,100.0,AIIMS Bangalore,AIIMS Bangalore
223,296,1.0,AIIMS Pune,AIIMS Pune
143,36,100.0,sunrise clinic Mumbai,Sunrise Clinic Mumbai
61,109,1.0,fortis hospital Delhi,Fortis Hospital Delhi
84,278,1.0,Sunrise Clinic Bangalore,Sunrise Clinic Bangalore
77,251,1.0,Apollo Hosp Bangalore,Apollo Hospital Bangalore
89,111,1.0,Fortis Hospital Bangalore,Fortis Hosp Bangalore
7,47,100.0,apollo hospital Mumbai,Apollo Hosp Mumbai
105,22,100.0,city hospital Pune,city hospital Pune
290,69,100.0,fortis hospital Mumbai,fortis hospital Mumbai
127,19,100.0,AIIMS Pune,AIIMS Pune
17,128,100.0,Apollo Hosp Delhi,Apollo Hospital Delhi
205,263,1.0,AIIMS Mumbai,AIIMS Mumbai
21,70,100.0,AIIMS Delhi,aiims Delhi
51,132,1.0,AIIMS Pune,aiims Pune
170,35,100.0,Apollo Hospital Bangalore,Apollo Hospital Bangalore
63,288,1.0,Apollo Hospital Mumbai,Apollo Hosp Mumbai
50,169,1.0,sunrise clinic Delhi,sunrise clinic Delhi
86,295,1.0,Apollo Hosp Pune,apollo hospital Pune
207,258,1.0,Fortis Hosp Mumbai,Fortis Hospital Mumbai
102,200,1.0,Sunrise Clinic Pune,Sunrise Clinic Pune
154,265,1.0,Apollo Hospital Delhi,Apollo Hosp Delhi
168,204,1.0,Fortis Hospital Pune,Fortis Hosp Pune
189,266,1.0,Sunrise Clinic Mumbai,Sunrise Clinic Mumbai
5,73,100.0,Sunrise Clinic Pune,sunrise clinic Pune
164,184,1.0,fortis hospital Delhi,Fortis Hosp Delhi
272,115,100.0,City Hosp Mumbai,city hospital Mumbai
89,141,1.0,Fortis Hospital Bangalore,Fortis Hosp Bangalore
225,108,100.0,Sunrise Clinic Mumbai,Sunrise Clinic Mumbai
54,56,1.0,AIIMS Pune,AIIMS Pune
187,250,1.0,apollo hospital Bangalore,Apollo Hospital Bangalore
161,71,100.0,AIIMS Bangalore,AIIMS Bangalore
157,273,1.0,AIIMS Bangalore,AIIMS Bangalore
14,257,1.0,Fortis Hospital Pune,Fortis Hosp Pune
220,1,100.0,Apollo Hosp Bangalore,Apollo Hosp Bangalore
64,128,100.0,Apollo Hospital Delhi,Apollo Hospital Delhi
189,217,1.0,Sunrise Clinic Mumbai,Sunrise Clinic Mumbai
206,247,1.0,Fortis Hospital Bangalore,Fortis Hospital Bangalore
21,72,1.0,AIIMS Delhi,aiims Delhi
2,95,100.0,fortis hospital Bangalore,Fortis Hospital Bangalore
10,191,1.0,fortis hospital Mumbai,Fortis Hospital Mumbai
110,73,100.0,Sunrise Clinic Pune,sunrise clinic Pune
50,15,100.0,sunrise clinic Delhi,Sunrise Clinic Delhi
141,185,1.0,Fortis Hosp Bangalore,Fortis Hosp Bangalore
187,201,1.0,apollo hospital Bangalore,Apollo Hospital Bangalore
260,60,100.0,Apollo Hosp Pune,apollo hospital Pune
191,271,1.0,Fortis Hospital Mumbai,fortis hospital Mumbai
138,72,100.0,AIIMS Delhi,aiims Delhi
93,187,1.0,Apollo Hospital Bangalore,apollo hospital Bangalore
42,297,1.0,fortis hospital Delhi,fortis hospital Delhi
272,145,100.0,City Hosp Mumbai,city hospital Mumbai
2,27,1.0,fortis hospital Bangalore,Fortis Hosp Bangalore
190,209,1.0,Fortis Hospital Delhi,fortis hospital Delhi
87,145,100.0,City Hospital Mumbai,city hospital Mumbai
86,276,1.0,Apollo Hosp Pune,Apollo Hosp Pune
222,47,100.0,apollo hospital Mumbai,Apollo Hosp Mumbai
227,260,1.0,apollo hospital Pune,Apollo Hosp Pune
33,235,1.0000000000000002,city hospital Bangalore,City Hospital Bangalore
185,186,1.0,Fortis Hosp Bangalore,fortis hospital Bangalore
162,198,1.0,Apollo Hospital Bangalore,Apollo Hosp Bangalore
250,8,100.0,Apollo Hospital Bangalore,Apollo Hospital Bangalore
108,217,1.0,Sunrise Clinic Mumbai,Sunrise Clinic Mumbai
70,259,1.0,aiims Delhi,AIIMS Delhi
112,262,1.0,aiims Mumbai,aiims Mumbai
5,110,1.0,Sunrise Clinic Pune,Sunrise Clinic Pune
160,139,100.0,City Hosp Delhi,City Hosp Delhi
59,194,1.0,AIIMS Pune,aiims Pune
86,227,1.0,Apollo Hosp Pune,apollo hospital Pune
170,201,1.0,Apollo Hospital Bangalore,Apollo Hospital Bangalore
153,209,1.0,Fortis Hospital Delhi,fortis hospital Delhi
161,52,100.0,AIIMS Bangalore,aiims Bangalore
9,258,1.0,fortis hospital Mumbai,Fortis Hospital Mumbai
7,30,1.0,apollo hospital Mumbai,apollo hospital Mumbai
118,299,1.0,Fortis Hosp Bangalore,Fortis Hosp Bangalore
99,203,1.0,sunrise clinic Pune,Sunrise Clinic Pune
120,265,1.0,apollo hospital Delhi,Apollo Hosp Delhi
130,221,1.0,aiims Pune,AIIMS Pune
0,81,1.0,Sunrise Clinic Bangalore,sunrise clinic Bangalore
18,224,1.0,sunrise clinic Delhi,Sunrise Clinic Delhi
105,245,1.0000000000000002,city hospital Pune,City Hosp Pune
16,235,1.0000000000000002,City Hospital Bangalore,City Hospital Bangalore
100,51,100.0,aiims Pune,AIIMS Pune
125,5,100.0,sunrise clinic Pune,Sunrise Clinic Pune
133,120,100.0,Apollo Hospital Delhi,apollo hospital Delhi
121,23,100.0,Sunrise Clinic Bangalore,Sunrise Clinic Bangalore
120,216,1.0,apollo hospital Delhi,Apollo Hosp Delhi
65,285,1.0,Sunrise Clinic Bangalore,Sunrise Clinic Bangalore
209,42,100.0,fortis hospital Delhi,fortis hospital Delhi
162,35,100.0,Apollo Hospital Bangalore,Apollo Hospital Bangalore
33,45,100.0,city hospital Bangalore,city hospital Bangalore
139,156,1.0000000000000002,City Hosp Delhi,city hospital Delhi
67,77,1.0,Apollo Hosp Bangalore,Apollo Hosp Bangalore
64,120,1.0,Apollo Hospital Delhi,apollo hospital Delhi
127,51,100.0,AIIMS Pune,AIIMS Pune
66,105,100.0,city hospital Pune,city hospital Pune
238,120,100.0,Apollo Hospital Delhi,apollo hospital Delhi
267,10,100.0,Fortis Hospital Mumbai,fortis hospital Mumbai
189,228,1.0,Sunrise Clinic Mumbai,sunrise clinic Mumbai
239,99,100.0,Sunrise Clinic Pune,sunrise clinic Pune
122,162,1.0,Apollo Hospital Bangalore,Apollo Hospital Bangalore
43,126,1.0000000000000002,City Hospital Pune,city hospital Pune
229,286,1.0,fortis hospital Delhi,Fortis Hosp Delhi
96,145,100.0,city hospital Mumbai,city hospital Mumbai
182,279,1.0,Sunrise Clinic Pune,sunrise clinic Pune
124,243,1.0000000000000002,city hospital Bangalore,City Hosp Bangalore
82,154,1.0,apollo hospital Delhi,Apollo Hospital Delhi
94,67,100.0,Apollo Hospital Bangalore,Apollo Hosp Bangalore
93,198,1.0,Apollo Hospital Bangalore,Apollo Hosp Bangalore
74,46,100.0,AIIMS Bangalore,AIIMS Bangalore
180,263,1.0,AIIMS Mumbai,AIIMS Mumbai
264,32,100.0,AIIMS Mumbai,AIIMS Mumbai
73,239,1.0,sunrise clinic Pune,Sunrise Clinic Pune
10,9,100.0,fortis hospital Mumbai,fortis hospital Mumbai
274,278,1.0,Sunrise Clinic Bangalore,Sunrise Clinic Bangalore
286,57,100.0,Fortis Hosp Delhi,Fortis Hospital Delhi
121,159,1.0,Sunrise Clinic Bangalore,Sunrise Clinic Bangalore
280,99,100.0,Sunrise Clinic Pune,sunrise clinic Pune
16,45,100.0,City Hospital Bangalore,city hospital Bangalore
54,59,1.0,AIIMS Pune,AIIMS Pune
74,152,1.0,AIIMS Bangalore,aiims Bangalore
117,24,100.0,Fortis Hospital Pune,Fortis Hosp Pune
41,246,1.0,AIIMS Mumbai,AIIMS Mumbai
211,39,100.0,City Hosp Bangalore,City Hospital Bangalore
56,54,100.0,AIIMS Pune,AIIMS Pune
119,0,100.0,Sunrise Clinic Bangalore,Sunrise Clinic Bangalore
60,80,1.0,apollo hospital Pune,apollo hospital Pune
234,105,100.0,City Hosp Pune,city hospital Pune
117,168,1.0,Fortis Hospital Pune,Fortis Hospital Pune
133,17,100.0,Apollo Hospital Delhi,Apollo Hosp Delhi
80,208,100.0,apollo hospital Pune,Apollo Hospital Pune
4,83,1.0,Fortis Hosp Pune,Fortis Hosp Pune
7,31,100.0,apollo hospital Mumbai,apollo hospital Mumbai
89,95,1.0,Fortis Hospital Bangalore,Fortis Hospital Bangalore
202,211,1.0000000000000002,City Hospital Bangalore,City Hosp Bangalore
138,75,100.0,AIIMS Delhi,AIIMS Delhi
62,259,1.0,AIIMS Delhi,AIIMS Delhi
91,68,100.0,Fortis Hosp Delhi,Fortis Hospital Delhi
217,26,100.0,Sunrise Clinic Mumbai,sunrise clinic Mumbai
34,114,1.0,Apollo Hospital Bangalore,apollo hospital Bangalore
124,3,100.0,city hospital Bangalore,City Hospital Bangalore
54,223,1.0,AIIMS Pune,AIIMS Pune
238,17,100.0,Apollo Hospital Delhi,Apollo Hosp Delhi
76,5,100.0,sunrise clinic Pune,Sunrise Clinic Pune
93,35,100.0,Apollo Hospital Bangalore,Apollo Hospital Bangalore
134,299,1.0,Fortis Hospital Bangalore,Fortis Hosp Bangalore
61,297,1.0,fortis hospital Delhi,fortis hospital Delhi
254,56,100.0,AIIMS Pune,AIIMS Pune
220,34,100.0,Apollo Hosp Bangalore,Apollo Hospital Bangalore
23,121,1.0,Sunrise Clinic Bangalore,Sunrise Clinic Bangalore
113,153,1.0,Fortis Hospital Delhi,Fortis Hospital Delhi
190,57,100.0,Fortis Hospital Delhi,Fortis Hospital Delhi
126,20,100.0,city hospital Pune,City Hospital Pune
257,14,100.0,Fortis Hosp Pune,Fortis Hospital Pune
168,4,100.0,Fortis Hospital Pune,Fortis Hosp Pune
281,105,100.0,City Hosp Pune,city hospital Pune
185,268,1.0,Fortis Hosp Bangalore,fortis hospital Bangalore
80,210,1.0,apollo hospital Pune,Apollo Hosp Pune
88,177,1.0000000000000002,City Hospital Bangalore,City Hospital Bangalore
233,73,100.0,sunrise clinic Pune,sunrise clinic Pune
65,84,1.0,Sunrise Clinic Bangalore,Sunrise Clinic Bangalore
276,60,100.0,Apollo Hosp Pune,apollo hospital Pune
68,113,1.0,Fortis Hospital Delhi,Fortis Hospital Delhi
93,220,1.0,Apollo Hospital Bangalore,Apollo Hosp Bangalore
271,37,100.0,fortis hospital Mumbai,Fortis Hospital Mumbai
61,164,1.0,fortis hospital Delhi,fortis hospital Delhi
42,12,100.0,fortis hospital Delhi,Fortis Hosp Delhi
148,24,100.0,fortis hospital Pune,Fortis Hosp Pune
265,17,100.0,Apollo Hosp Delhi,Apollo Hosp Delhi
19,90,1.0,AIIMS Pune,aiims Pune
12,91,1.0,Fortis Hosp Delhi,Fortis Hosp Delhi
26,108,100.0,sunrise clinic Mumbai,Sunrise Clinic Mumbai
292,128,100.0,apollo hospital Delhi,Apollo Hospital Delhi
177,39,100.0,City Hospital Bangalore,City Hospital Bangalore
55,207,1.0,Fortis Hosp Mumbai,Fortis Hosp Mumbai
109,113,1.0,Fortis Hospital Delhi,Fortis Hospital Delhi
191,255,1.0,Fortis Hospital Mumbai,Fortis Hospital Mumbai
20,22,100.0,City Hospital Pune,city hospital Pune
23,285,1.0,Sunrise Clinic Bangalore,Sunrise Clinic Bangalore
134,2,100.0,Fortis Hospital Bangalore,fortis hospital Bangalore
217,241,1.0,Sunrise Clinic Mumbai,Sunrise Clinic Mumbai
86,260,1.0,Apollo Hosp Pune,Apollo Hosp Pune
222,31,100.0,apollo hospital Mumbai,apollo hospital Mumbai
13,83,1.0,Fortis Hosp Pune,Fortis Hosp Pune
83,13,100.0,Fortis Hosp Pune,Fortis Hosp Pune
140,257,1.0,Fortis Hosp Pune,Fortis Hosp Pune
157,287,1.0,AIIMS Bangalore,aiims Bangalore
93,250,1.0,Apollo Hospital Bangalore,Apollo Hospital Bangalore
110,280,1.0,Sunrise Clinic Pune,Sunrise Clinic Pune
112,246,1.0,aiims Mumbai,AIIMS Mumbai
51,176,1.0,AIIMS Pune,aiims Pune
15,50,1.0,Sunrise Clinic Delhi,sunrise clinic Delhi
150,20,100.0,City Hosp Pune,City Hospital Pune
240,283,1.0,aiims Mumbai,aiims Mumbai
132,221,1.0,aiims Pune,AIIMS Pune
208,227,1.0,Apollo Hospital Pune,apollo hospital Pune
77,162,1.0,Apollo Hosp Bangalore,Apollo Hospital Bangalore
184,286,1.0,Fortis Hosp Delhi,Fortis Hosp Delhi
218,261,1.0000000000000002,City Hosp Delhi,city hospital Delhi
93,201,1.0,Apollo Hospital Bangalore,Apollo Hospital Bangalore
23,53,1.0,Sunrise Clinic Bangalore,Sunrise Clinic Bangalore
131,293,1.0,Sunrise Clinic Delhi,Sunrise Clinic Delhi
0,65,1.0,Sunrise Clinic Bangalore,Sunrise Clinic Bangalore
163,274,1.0,sunrise clinic Bangalore,Sunrise Clinic Bangalore
176,284,1.0,aiims Pune,aiims Pune
80,86,100.0,apollo hospital Pune,Apollo Hosp Pune
194,284,1.0,aiims Pune,aiims Pune
233,239,1.0,sunrise clinic Pune,Sunrise Clinic Pune
289,68,100.0,Fortis Hospital Delhi,Fortis Hospital Delhi
18,15,100.0,sunrise clinic Delhi,Sunrise Clinic Delhi
248,47,100.0,apollo hospital Mumbai,Apollo Hosp Mumbai
10,147,1.0,fortis hospital Mumbai,Fortis Hospital Mumbai
0,278,1.0,Sunrise Clinic Bangalore,Sunrise Clinic Bangalore
262,263,1.0,aiims Mumbai,AIIMS Mumbai
84,81,100.0,Sunrise Clinic Bangalore,sunrise clinic Bangalore
231,80,100.0,Apollo Hospital Pune,apollo hospital Pune
39,177,1.0000000000000002,City Hospital Bangalore,City Hospital Bangalore
92,277,1.0,fortis hospital Pune,Fortis Hosp Pune
19,275,1.0,AIIMS Pune,AIIMS Pune
14,24,100.0,Fortis Hospital Pune,Fortis Hosp Pune
72,75,100.0,aiims Delhi,AIIMS Delhi
89,186,1.0,Fortis Hospital Bangalore,fortis hospital Bangalore
253,21,100.0,AIIMS Delhi,AIIMS Delhi
9,10,1.0,fortis hospital Mumbai,fortis hospital Mumbai
58,146,1.0,AIIMS Bangalore,AIIMS Bangalore
14,168,1.0,Fortis Hospital Pune,Fortis Hospital Pune
152,161,1.0,aiims Bangalore,AIIMS Bangalore
69,290,1.0,fortis hospital Mumbai,fortis hospital Mumbai
91,215,1.0,Fortis Hosp Delhi,fortis hospital Delhi
106,23,100.0,sunrise clinic Bangalore,Sunrise Clinic Bangalore
27,178,1.0,Fortis Hosp Bangalore,Fortis Hosp Bangalore
136,247,1.0,fortis hospital Bangalore,Fortis Hospital Bangalore
145,212,1.0,city hospital Mumbai,city hospital Mumbai
76,280,1.0,sunrise clinic Pune,Sunrise Clinic Pune
57,184,1.0,Fortis Hospital Delhi,Fortis Hosp Delhi
217,108,100.0,Sunrise Clinic Mumbai,Sunrise Clinic Mumbai
156,38,100.0,city hospital Delhi,City Hosp Delhi
153,215,1.0,Fortis Hospital Delhi,fortis hospital Delhi
233,76,100.0,sunrise clinic Pune,sunrise clinic Pune
128,133,1.0,Apollo Hospital Delhi,Apollo Hospital Delhi
28,270,1.0,Fortis Hospital Pune,Fortis Hospital Pune
45,243,1.0000000000000002,city hospital Bangalore,City Hosp Bangalore
36,123,1.0,Sunrise Clinic Mumbai,Sunrise Clinic Mumbai
261,38,100.0,city hospital Delhi,City Hosp Delhi
106,53,100.0,sunrise clinic Bangalore,Sunrise Clinic Bangalore
11,85,100.0,City Hospital Delhi,City Hospital Delhi
90,254,1.0,aiims Pune,AIIMS Pune
3,294,1.0000000000000002,City Hospital Bangalore,City Hospital Bangalore
191,258,1.0,Fortis Hospital Mumbai,Fortis Hospital Mumbai
61,12,100.0,fortis hospital Delhi,Fortis Hosp Delhi
220,67,100.0,Apollo Hosp Bangalore,Apollo Hosp Bangalore
179,46,100.0,AIIMS Bangalore,AIIMS Bangalore
106,159,1.0,sunrise clinic Bangalore,Sunrise Clinic Bangalore
123,189,1.0,Sunrise Clinic Mumbai,Sunrise Clinic Mumbai
125,99,100.0,sunrise clinic Pune,sunrise clinic Pune
205,41,100.0,AIIMS Mumbai,AIIMS Mumbai
18,131,1.0,sunrise clinic Delhi,Sunrise Clinic Delhi
76,182,1.0,sunrise clinic Pune,Sunrise Clinic Pune
56,223,1.0,AIIMS Pune,AIIMS Pune
95,178,1.0,Fortis Hospital Bangalore,Fortis Hosp Bangalore
21,138,1.0,AIIMS Delhi,AIIMS Delhi
35,77,1.0,Apollo Hospital Bangalore,Apollo Hosp Bangalore
111,27,100.0,Fortis Hosp Bangalore,Fortis Hosp Bangalore
33,88,1.0000000000000002,city hospital Bangalore,City Hospital Bangalore
134,149,1.0,Fortis Hospital Bangalore,Fortis Hosp Bangalore
36,143,100.0,Sunrise Clinic Mumbai,sunrise clinic Mumbai
160,135,100.0,City Hosp Delhi,City Hospital Delhi
236,241,1.0,sunrise clinic Mumbai,Sunrise Clinic Mumbai
161,232,1.0,AIIMS Bangalore,aiims Bangalore
12,68,100.0,Fortis Hosp Delhi,Fortis Hospital Delhi
215,229,1.0,fortis hospital Delhi,fortis hospital Delhi
57,215,1.0,Fortis Hospital Delhi,fortis hospital Delhi
105,281,1.0000000000000002,city hospital Pune,City Hosp Pune
52,58,1.0,aiims Bangalore,AIIMS Bangalore
277,291,1.0,Fortis Hosp Pune,Fortis Hospital Pune
35,162,1.0,Apollo Hospital Bangalore,Apollo Hospital Bangalore
105,20,100.0,city hospital Pune,City Hospital Pune
229,12,100.0,fortis hospital Delhi,Fortis Hosp Delhi
33,39,1.0000000000000002,city hospital Bangalore,City Hospital Bangalore
184,289,1.0,Fortis Hosp Delhi,Fortis Hospital Delhi
61,42,100.0,fortis hospital Delhi,fortis hospital Delhi
182,5,100.0,Sunrise Clinic Pune,Sunrise Clinic Pune
239,249,1.0,Sunrise Clinic Pune,Sunrise Clinic Pune
177,243,1.0000000000000002,City Hospital Bangalore,City Hosp Bangalore
201,1,100.0,Apollo Hospital Bangalore,Apollo Hosp Bangalore
235,294,1.0000000000000002,City Hospital Bangalore,City Hospital Bangalore
270,24,100.0,Fortis Hospital Pune,Fortis Hosp Pune
74,52,100.0,AIIMS Bangalore,aiims Bangalore
23,0,100.0,Sunrise Clinic Bangalore,Sunrise Clinic Bangalore
188,16,100.0,City Hospital Bangalore,City Hospital Bangalore
192,86,100.0,Apollo Hosp Pune,Apollo Hosp Pune
154,128,100.0,Apollo Hospital Delhi,Apollo Hospital Delhi
97,274,1.0,sunrise clinic Bangalore,Sunrise Clinic Bangalore
174,187,1.0,apollo hospital Bangalore,apollo hospital Bangalore
51,130,1.0,AIIMS Pune,aiims Pune
16,88,1.0000000000000002,City Hospital Bangalore,City Hospital Bangalore
98,72,100.0,AIIMS Delhi,aiims Delhi
123,26,100.0,Sunrise Clinic Mumbai,sunrise clinic Mumbai
37,207,1.0,Fortis Hospital Mumbai,Fortis Hosp Mumbai
299,111,100.0,Fortis Hosp Bangalore,Fortis Hosp Bangalore
200,73,100.0,Sunrise Clinic Pune,sunrise clinic Pune
267,55,100.0,Fortis Hospital Mumbai,Fortis Hosp Mumbai
55,191,1.0,Fortis Hosp Mumbai,Fortis Hospital Mumbai
77,116,1.0,Apollo Hosp Bangalore,apollo hospital Bangalore
113,167,1.0,Fortis Hospital Delhi,fortis hospital Delhi
119,278,1.0,Sunrise Clinic Bangalore,Sunrise Clinic Bangalore
78,257,1.0,Fortis Hospital Pune,Fortis Hosp Pune
156,11,100.0,city hospital Delhi,City Hospital Delhi
255,267,1.0,Fortis Hospital Mumbai,Fortis Hospital Mumbai
94,162,1.0,Apollo Hospital Bangalore,Apollo Hospital Bangalore
132,254,1.0,aiims Pune,AIIMS Pune
6,168,1.0,fortis hospital Pune,Fortis Hospital Pune
217,225,1.0,Sunrise Clinic Mumbai,Sunrise Clinic Mumbai
86,244,1.0,Apollo Hosp Pune,Apollo Hospital Pune
16,39,1.0000000000000002,City Hospital Bangalore,City Hospital Bangalore
7,47,1.0,apollo hospital Mumbai,Apollo Hosp Mumbai
239,279,1.0,Sunrise Clinic Pune,sunrise clinic Pune
106,219,1.0,sunrise clinic Bangalore,sunrise clinic Bangalore
169,50,100.0,sunrise clinic Delhi,sunrise clinic Delhi
171,16,100.0,City Hospital Bangalore,City Hospital Bangalore
17,128,1.0,Apollo Hosp Delhi,Apollo Hospital Delhi
185,89,100.0,Fortis Hosp Bangalore,Fortis Hospital Bangalore
156,261,1.0000000000000002,city hospital Delhi,city hospital Delhi
194,54,100.0,aiims Pune,AIIMS Pune
29,41,100.0,AIIMS Mumbai,AIIMS Mumbai
46,71,100.0,AIIMS Bangalore,AIIMS Bangalore
21,70,1.0,AIIMS Delhi,aiims Delhi
183,73,100.0,Sunrise Clinic Pune,sunrise clinic Pune
79,56,100.0,AIIMS Pune,AIIMS Pune
117,204,1.0,Fortis Hospital Pune,Fortis Hosp Pune
55,37,100.0,Fortis Hosp Mumbai,Fortis Hospital Mumbai
32,49,100.0,AIIMS Mumbai,aiims Mumbai
158,7,100.0,Apollo Hospital Mumbai,apollo hospital Mumbai
24,78,1.0,Fortis Hosp Pune,Fortis Hospital Pune
91,297,1.0,Fortis Hosp Delhi,fortis hospital Delhi
116,251,1.0,apollo hospital Bangalore,Apollo Hospital Bangalore
215,289,1.0,fortis hospital Delhi,Fortis Hospital Delhi
94,8,100.0,Apollo Hospital Bangalore,Apollo Hospital Bangalore
5,73,1.0,Sunrise Clinic Pune,sunrise clinic Pune
81,23,100.0,sunrise clinic Bangalore,Sunrise Clinic Bangalore
56,284,1.0,AIIMS Pune,aiims Pune
100,19,100.0,aiims Pune,AIIMS Pune
123,241,1.0,Sunrise Clinic Mumbai,Sunrise Clinic Mumbai
67,94,1.0,Apollo Hosp Bangalore,Apollo Hospital Bangalore
55,172,1.0,Fortis Hosp Mumbai,fortis hospital Mumbai
254,51,100.0,AIIMS Pune,AIIMS Pune
120,128,100.0,apollo hospital Delhi,Apollo Hospital Delhi
58,179,1.0,AIIMS Bangalore,AIIMS Bangalore
124,39,100.0,city hospital Bangalore,City Hospital Bangalore
248,31,100.0,apollo hospital Mumbai,apollo hospital Mumbai
139,261,1.0000000000000002,City Hosp Delhi,city hospital Delhi
17,292,1.0,Apollo Hosp Delhi,apollo hospital Delhi
